"vernacularName";"scientificName";"individualCount";"longitudeDecimal";"latitudeDecimal";"eventDate";"year"
"Aquatic Warbler";"Acrocephalus paludicola";1;22.5051364898682;53.4292716979981;2019-06-05;2019
"Citrine Wagtail";"Motacilla citreola";1;22.6072025299072;53.2861404418945;2019-06-06;2019
"Common Crane";"Grus grus";1;22.6072082519531;53.2861022949219;2019-06-06;2019
"Whinchat";"Saxicola rubetra";1;16.027576;53.660143;2019-06-05;2019
"Corncockle";"Agrostemma githago";1;16.027576;53.660143;2019-06-05;2019
"Cinnabar";"Tyria jacobaeae";1;16.027576;53.660143;2019-06-05;2019
"Red Deer";"Cervus elaphus";2;16.027576;53.660143;2019-06-05;2019
"Broad-bodied Chaser";"Libellula depressa";1;16.027576;53.660143;2019-06-05;2019
"Purple-edged Copper";"Lycaena hippothoe";1;16.027576;53.660143;2019-06-05;2019
"Common Bluetail";"Ischnura elegans";1;16.027576;53.660143;2019-06-05;2019
"Green-eyed Hawker";"Aeshna isoceles";1;16.027576;53.660143;2019-06-05;2019
"Variable Bluet";"Coenagrion pulchellum";1;16.027576;53.660143;2019-06-05;2019
"Scarce Chaser";"Libellula fulva";1;16.027576;53.660143;2019-06-05;2019
"Large Redeye";"Erythromma najas";1;16.027576;53.660143;2019-06-05;2019
"Sticky Catchfly";"Silene viscaria";1;16.027576;53.660143;2019-06-05;2019
"Glanville Fritillary";"Melitaea cinxia";1;16.0275764507242;53.6601431098381;2019-06-05;2019
"Common Crane";"Grus grus";2;22.38;53.18;2019-06-03;2019
"Yellowhammer";"Emberiza citrinella";1;22.42;53.21;2019-06-03;2019
"House Sparrow";"Passer domesticus";1;22.37;53.39;2019-06-03;2019
"Banded Demoiselle";"Calopteryx splendens";1;22.64;53.48;2019-06-03;2019
"Green-eyed Hawker";"Aeshna isoceles";1;22.64;53.48;2019-06-03;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.94;53.54;2019-06-03;2019
"Large Copper";"Lycaena dispar";1;23.35;53.7;2019-06-03;2019
"Tree Pipit";"Anthus trivialis";1;23.37;53.7;2019-06-03;2019
"Large Copper";"Lycaena dispar";1;23.35;53.7;2019-06-03;2019
"Marsh Lousewort";"Pedicularis palustris";18;23.35;53.71;2019-06-03;2019
"Common Bistort";"Persicaria bistorta";1;23.35;53.71;2019-06-03;2019
"Small Cranberry";"Vaccinium oxycoccos";1;23.35;53.71;2019-06-03;2019
"Bogbean";"Menyanthes trifoliata";1;23.35;53.71;2019-06-03;2019
"Marsh Cinquefoil";"Comarum palustre";1;23.35;53.71;2019-06-03;2019
"Swallowtail";"Papilio machaon";1;23.35;53.71;2019-06-03;2019
"Eurasian Skylark";"Alauda arvensis";4;23.35;53.71;2019-06-03;2019
"Marsh Cinquefoil";"Comarum palustre";10;23.35;53.71;2019-06-03;2019
"Early Marsh-orchid";"Dactylorhiza incarnata";1;23.35;53.7;2019-06-03;2019
"Bogbean";"Menyanthes trifoliata";1;23.35;53.71;2019-06-03;2019
"Early Marsh-orchid";"Dactylorhiza incarnata";1;23.35;53.7;2019-06-03;2019
"Marsh Helleborine";"Epipactis palustris";4;23.35;53.7;2019-06-03;2019
"Common Merganser";"Mergus merganser";1;22.92;53.58;2019-06-02;2019
"Large Heath";"Coenonympha tullia";1;22.88;53.58;2019-06-02;2019
"Camberwell Beauty";"Nymphalis antiopa";1;22.87;53.59;2019-06-02;2019
"Northern Chequered Skipper";"Carterocephalus silvicola";1;22.85;53.59;2019-06-02;2019
"Large Skipper";"Ochlodes sylvanus";1;22.85;53.59;2019-06-02;2019
"Herb-Paris";"Paris quadrifolia";1;22.85;53.59;2019-06-02;2019
"Heath Fritillary";"Melitaea athalia";1;22.85;53.55;2019-06-02;2019
"Scarce Chaser";"Libellula fulva";1;22.85;53.59;2019-06-02;2019
"Common Spreadwing";"Lestes sponsa";1;22.85;53.59;2019-06-02;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.85;53.59;2019-06-02;2019
"Carthusian Pink";"Dianthus carthusianorum";10;22.85;53.59;2019-06-02;2019
"Heath Fritillary";"Melitaea athalia";1;22.85;53.55;2019-06-02;2019
"Common Clubtail";"Gomphus vulgatissimus";1;22.86;53.59;2019-06-02;2019
"Map Butterfly";"Araschnia levana";1;22.87;53.59;2019-06-02;2019
"Large Heath";"Coenonympha tullia";1;22.87;53.59;2019-06-02;2019
"Whinchat";"Saxicola rubetra";1;22.88;53.59;2019-06-02;2019
"Marsh Fern";"Thelypteris palustris";100;22.88;53.58;2019-06-02;2019
"Montagu's Harrier";"Circus pygargus";1;22.99;53.62;2019-06-01;2019
"Black-tailed Godwit";"Limosa limosa";6;23;53.59;2019-06-01;2019
"Black-tailed Godwit";"Limosa limosa";1;23.01578418;53.59392228;2019-06-01;2019
"Whinchat";"Saxicola rubetra";1;23.01;53.59;2019-06-01;2019
"Whinchat";"Saxicola rubetra";1;23;53.6;2019-06-01;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.93;53.61;2019-06-01;2019
"Common Clubtail";"Gomphus vulgatissimus";1;22.93;53.61;2019-06-01;2019
"Large Skipper";"Ochlodes sylvanus";1;22.93;53.61;2019-06-01;2019
"Sooty Copper";"Lycaena tityrus";1;22.9;53.6;2019-06-01;2019
"Montagu's Harrier";"Circus pygargus";1;22.93;53.63;2019-06-01;2019
"Whinchat";"Saxicola rubetra";1;22.93;53.63;2019-06-01;2019
"Whinchat";"Saxicola rubetra";1;22.93;53.63;2019-06-01;2019
"Whinchat";"Saxicola rubetra";1;22.93;53.63;2019-06-01;2019
"Common Bistort";"Persicaria bistorta";20;22.93;53.63;2019-06-01;2019
"Painted Lady";"Vanessa cardui";1;22.92;53.69;2019-06-01;2019
"Eurasian Hoopoe";"Upupa epops";1;22.92;53.69;2019-06-01;2019
"Red-backed Shrike";"Lanius collurio";1;22.92;53.69;2019-06-01;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";1;22.82;53.69;2019-06-01;2019
"Yellowhammer";"Emberiza citrinella";1;22.82;53.69;2019-06-01;2019
"Eurasian Hoopoe";"Upupa epops";1;22.81;53.68;2019-06-01;2019
"Azure Bluet";"Coenagrion puella";1;23.869995;52.750259;2019-05-28;2019
"Blue Featherleg";"Platycnemis pennipes";1;23.869995;52.750259;2019-05-28;2019
"Chequered Skipper";"Carterocephalus palaemon";2;23.869995;52.750259;2019-05-28;2019
"May Lily";"Maianthemum bifolium";1;23.869995;52.750259;2019-05-28;2019
"Banded Demoiselle";"Calopteryx splendens";1;23.869995;52.750259;2019-05-28;2019
"Woundwort Shieldbug";"Eysarcoris venustissimus";2;23.869995251298;52.7502587642915;2019-05-28;2019
"";"Eristalis arbustorum/abusiva";1;16.1762699999999;53.974182;2019-06-04;2019
"Large Golden Grasshopper";"Chrysochraon dispar";1;16.1762699999999;53.974182;2019-06-04;2019
"Large Golden Grasshopper";"Chrysochraon dispar";1;16.1762699999999;53.974182;2019-06-04;2019
"Buff-tailed/White-tailed Bumblebee s.l.";"Bombus terrestris/lucorum/magnus/cryptarum";1;16.1762699999999;53.974182;2019-06-04;2019
"Whiskered Tern";"Chlidonias hybrida";2;22.6610700041267;52.3922304064523;2019-06-04;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.6610627118709;52.3927932931598;2019-06-04;2019
"";"Coreus marginatus";1;16.1762699999999;53.974182;2019-06-04;2019
"";"Gymnosoma spec.";1;16.1762699999999;53.974182;2019-06-04;2019
"Striped shield bug";"Graphosoma italicum";2;16.1762699999999;53.974182;2019-06-04;2019
"Large Skipper";"Ochlodes sylvanus";1;16.1762699999999;53.974182;2019-06-04;2019
"Small Heath";"Coenonympha pamphilus";1;16.1762699999999;53.974182;2019-06-04;2019
"White-tailed Eagle";"Haliaeetus albicilla";20;14.4702606538011;53.7488268063774;2019-06-04;2019
"European Roe Deer";"Capreolus capreolus";1;14.5658821992745;53.6999973472209;2019-06-04;2019
"";"Ostrinia palustralis";1;16.2092290000001;53.909516;2019-06-03;2019
"Pale Prominent";"Pterostoma palpina";1;16.2092290000001;53.909516;2019-06-03;2019
"";"Cercopis vulnerata";1;16.2092290000001;53.909516;2019-06-03;2019
"Jacob's-ladder";"Polemonium caeruleum";1;22.599426;53.466632;2019-06-02;2019
"Chequered Skipper";"Carterocephalus palaemon";1;22.599426;53.466632;2019-06-02;2019
"Lesser Marbled Fritillary";"Brenthis ino";1;22.599426;53.466632;2019-06-02;2019
"Marsh Cinquefoil";"Comarum palustre";1;22.599426;53.466632;2019-06-02;2019
"False Heath Fritillary";"Melitaea diamina";1;22.599426;53.466632;2019-06-02;2019
"Short-tailed Blue";"Cupido argiades";1;22.599426;53.466632;2019-06-02;2019
"Garden Arabis";"Turritis glabra";1;22.599426;53.466632;2019-06-02;2019
"Yellowhammer";"Emberiza citrinella";1;22.599426;53.466632;2019-06-02;2019
"Whooper Swan";"Cygnus cygnus";6;22.599426;53.466632;2019-06-02;2019
"Spreading Bellflower";"Campanula patula";1;22.5994263030589;53.4666322439892;2019-06-02;2019
"Glanville Fritillary";"Melitaea cinxia";1;23.3283690000001;53.020071;2019-06-02;2019
"Broad-bodied Chaser";"Libellula depressa";1;23.3283690000001;53.020071;2019-06-02;2019
"Scarce Chaser";"Libellula fulva";1;23.3283690000001;53.020071;2019-06-02;2019
"Common Clubtail";"Gomphus vulgatissimus";1;23.3283690000001;53.020071;2019-06-02;2019
"Four-spotted Chaser";"Libellula quadrimaculata";1;23.3283690000001;53.020071;2019-06-02;2019
"Small Pearl-bordered Fritillary";"Boloria selene";1;23.3283690000001;53.020071;2019-06-02;2019
"Banded Demoiselle";"Calopteryx splendens";1;23.3283690000001;53.020071;2019-06-02;2019
"Common Snipe";"Gallinago gallinago";1;23.3283690000001;53.020071;2019-06-02;2019
"Sooty Copper";"Lycaena tityrus";1;23.3283690000001;53.020071;2019-06-02;2019
"White Stork";"Ciconia ciconia";4;22.60865687;52.3823375;2019-06-02;2019
"Red-backed Shrike";"Lanius collurio";1;23.8781345822139;52.6890349807708;2019-05-31;2019
"Common Rosefinch";"Carpodacus erythrinus";1;23.8782394398226;52.6891032513722;2019-05-31;2019
"Wood Warbler";"Phylloscopus sibilatrix";1;23.8808458764328;52.6864140853776;2019-05-31;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8859779481067;52.6826206036403;2019-05-31;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8912207447215;52.6881319983422;2019-05-31;2019
"Song Thrush";"Turdus philomelos";1;23.8838201109542;52.6944084512561;2019-05-31;2019
"Common Rosefinch";"Carpodacus erythrinus";1;23.8791088946386;52.6902632648616;2019-05-31;2019
"Common Rosefinch";"Carpodacus erythrinus";1;23.8790118321999;52.6902242890119;2019-05-31;2019
"Yellowhammer";"Emberiza citrinella";1;23.8792397361471;52.6902317908152;2019-05-31;2019
"Barn Swallow";"Hirundo rustica";1;23.8791109062954;52.6901867799952;2019-05-31;2019
"Common Reed Bunting";"Emberiza schoeniclus";1;23.8791375607475;52.6901929826035;2019-05-31;2019
"Red-backed Shrike";"Lanius collurio";1;23.8788592815622;52.6901994785785;2019-05-31;2019
"Common Whitethroat";"Sylvia communis";1;23.8723861053808;52.691071657513;2019-05-31;2019
"White Wagtail";"Motacilla alba";1;23.8724488858356;52.6910830569013;2019-05-31;2019
"Yellowhammer";"Emberiza citrinella";1;23.8725917972847;52.6911240024983;2019-05-31;2019
"Lesser Spotted Eagle";"Clanga pomarina";1;23.878002567239;52.6887625270083;2019-05-31;2019
"Spotted Flycatcher";"Muscicapa striata";1;23.845328986667;52.7015870064988;2019-05-31;2019
"Whinchat";"Saxicola rubetra";1;23.8453042600526;52.7016464341923;2019-05-31;2019
"Common Linnet";"Linaria cannabina";1;23.8453063555284;52.7016393933936;2019-05-31;2019
"Hawfinch";"Coccothraustes coccothraustes";1;23.845315827079;52.7016452607258;2019-05-31;2019
"Common Swift";"Apus apus";1;23.8453150727077;52.7016380522891;2019-05-31;2019
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8452836405708;52.7016370464607;2019-05-31;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.8452268112673;52.7017239248871;2019-05-31;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";1;23.8452718220873;52.7015886828794;2019-05-31;2019
"Common Rosefinch";"Carpodacus erythrinus";1;23.8452579919471;52.7015932929262;2019-05-31;2019
"Wood Warbler";"Phylloscopus sibilatrix";1;23.8451049383952;52.7015987830727;2019-05-31;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8451082073374;52.7016037703051;2019-05-31;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.8449963927491;52.70159035926;2019-05-31;2019
"Western Marsh Harrier";"Circus aeruginosus";1;23.7422220222873;52.7287918562561;2019-05-31;2019
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8451366424561;52.7013740539551;2019-05-31;2019
"Wood Warbler";"Phylloscopus sibilatrix";1;23.8452091217041;52.7014846801758;2019-05-31;2019
"Icterine Warbler";"Hippolais icterina";1;23.8451995849609;52.7014846801758;2019-05-31;2019
"Spotted Flycatcher";"Muscicapa striata";1;23.8452091217041;52.7014846801758;2019-05-31;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";1;23.8452091217041;52.7014846801758;2019-05-31;2019
"Hawfinch";"Coccothraustes coccothraustes";2;23.8452758789062;52.7015724182129;2019-05-31;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";2;23.8452758789062;52.7015724182129;2019-05-31;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.8474006652832;52.7034072875977;2019-05-31;2019
"Hard Rush";"Juncus inflexus";1;22.81;53.68;2019-05-31;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";2;22.74;53.68;2019-05-31;2019
"Shrill Carder Bee";"Bombus sylvarum";2;22.68;53.57;2019-05-31;2019
"Garden Arabis";"Turritis glabra";1;22.67;53.57;2019-05-31;2019
"Common Crane";"Grus grus";2;22.67;53.57;2019-05-31;2019
"Wart-Biter";"Decticus verrucivorus";1;22.65;53.55;2019-05-31;2019
"Small Heath";"Coenonympha pamphilus";4;22.67;53.57;2019-05-31;2019
"Common Blue";"Polyommatus icarus";1;22.65;53.56;2019-05-31;2019
"Small Heath";"Coenonympha pamphilus";2;22.65;53.56;2019-05-31;2019
"Marsh Thistle";"Cirsium palustre";1;22.65;53.56;2019-05-31;2019
"Ragged Robin";"Silene flos-cuculi";1;22.65;53.56;2019-05-31;2019
"Ribwort Plantain";"Plantago lanceolata";1;22.65;53.56;2019-05-31;2019
"Common Blue";"Polyommatus icarus";4;22.65;53.56;2019-05-31;2019
"Painted Lady";"Vanessa cardui";4;22.65;53.56;2019-05-31;2019
"Whinchat";"Saxicola rubetra";1;22.58;53.54;2019-05-31;2019
"Large Redeye";"Erythromma najas";3;22.58;53.54;2019-05-31;2019
"Mute Swan";"Cygnus olor";2;22.58;53.54;2019-05-31;2019
"Painted Lady";"Vanessa cardui";4;22.57;53.54;2019-05-31;2019
"Small Heath";"Coenonympha pamphilus";2;22.57;53.54;2019-05-31;2019
"Eurasian Golden Oriole";"Oriolus oriolus";1;22.57;53.54;2019-05-31;2019
"Painted Lady";"Vanessa cardui";95;22.7299413364592;53.4922345821313;2019-05-31;2019
"Painted Lady";"Vanessa cardui";10;22.58018623;53.4251913;2019-05-31;2019
"Painted Lady";"Vanessa cardui";20;22.57524686;53.41710004;2019-05-31;2019
"Painted Lady";"Vanessa cardui";3;22.56203371;53.37186421;2019-05-31;2019
"Painted Lady";"Vanessa cardui";20;22.5726447;53.37432287;2019-05-31;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.6665200013878;52.3873690702509;2019-05-30;2019
"Clouded Apollo";"Parnassius mnemosyne";2;22.6;53.25;2019-05-30;2019
"White Spotted Rose Chafer beetle";"Oxythyrea funesta";1;23.764355;52.736832;2019-05-29;2019
"Common Rosefinch";"Carpodacus erythrinus";2;22.667;52.3874;2019-05-29;2019
"Marsh-marigold";"Caltha palustris";1;23.764355;52.736832;2019-05-29;2019
"Water Horsetail";"Equisetum fluviatile";1;23.764355;52.736832;2019-05-29;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.7643547100015;52.736832132932;2019-05-29;2019
"";"Ostrinia palustralis";1;23.804077;52.752254;2019-05-29;2019
"Wood Crane's-bill";"Geranium sylvaticum";1;23.804077282548;52.7522536638385;2019-05-29;2019
"Common Redstart";"Phoenicurus phoenicurus";1;16.1762697994709;53.9845192039766;2019-05-29;2019
"Black Tern";"Chlidonias niger";20;22.39;53.17;2019-05-29;2019
"European Beech";"Fagus sylvatica";3;23.84;52.7;2019-05-28;2019
"Western Marsh-orchid s.s.";"Dactylorhiza majalis subsp. majalis";1;23.8;52.7;2019-05-27;2019
"Stone Bramble";"Rubus saxatilis";1;23.82;52.79;2019-05-27;2019
"Fingered Sedge";"Carex digitata";1;23.81;52.79;2019-05-27;2019
"Common Rosefinch";"Carpodacus erythrinus";2;22.66259765625;52.395149230957;2019-05-29;2019
"Common Linnet";"Linaria cannabina";2;19.8245067596436;50.0202713012695;2019-05-04;2019
"Yellowhammer";"Emberiza citrinella";1;19.8257713317871;50.0205078125;2019-05-04;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6059169769287;53.2857360839844;2019-05-17;2019
"Whinchat";"Saxicola rubetra";1;22.605899810791;53.2857475280762;2019-05-17;2019
"Common Crane";"Grus grus";1;22.6055145263672;53.2856025695801;2019-05-17;2019
"Montagu's Harrier";"Circus pygargus";1;22.6060695648193;53.285831451416;2019-05-17;2019
"Common Snipe";"Gallinago gallinago";1;22.559045791626;53.370662689209;2019-05-17;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.559118270874;53.3706436157227;2019-05-17;2019
"Eurasian Wryneck";"Jynx torquilla";1;22.6458206176758;53.486328125;2019-05-18;2019
"Eurasian Tree Sparrow";"Passer montanus";1;22.6457366943359;53.4877128601074;2019-05-18;2019
"Eurasian Penduline Tit";"Remiz pendulinus";2;22.6;53.45;2019-05-18;2019
"European Serin";"Serinus serinus";1;22.6461753845215;53.4858589172363;2019-05-18;2019
"Black Tern";"Chlidonias niger";3;22.9072875976563;53.5532341003418;2019-05-18;2019
"Sand Martin";"Riparia riparia";10;22.9112071990967;53.560417175293;2019-05-18;2019
"Western Yellow Wagtail";"Motacilla flava";1;22.9324417114258;53.580436706543;2019-05-18;2019
"Whiskered Tern";"Chlidonias hybrida";1;23.8822727203369;52.9001426696777;2019-05-19;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;23.8943481445313;52.9009094238281;2019-05-19;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.7878971099854;52.7271957397461;2019-05-19;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.7899703979492;52.7316856384277;2019-05-20;2019
"Wood Warbler";"Phylloscopus sibilatrix";1;23.7900981903076;52.7319030761719;2019-05-20;2019
"Song Thrush";"Turdus philomelos";1;23.7902183532715;52.7309379577637;2019-05-20;2019
"Hawfinch";"Coccothraustes coccothraustes";1;23.7894630432129;52.728458404541;2019-05-20;2019
"Red-breasted Flycatcher";"Ficedula parva";1;23.8193130493164;52.7807922363281;2019-05-20;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";1;23.8502464294434;52.7016105651855;2019-05-21;2019
"Tawny Owl";"Strix aluco";1;23.8458347320557;52.7200889587402;2019-05-22;2019
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.8461265563965;52.7223510742188;2019-05-22;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.8459911346436;52.7224617004395;2019-05-22;2019
"Red-breasted Flycatcher";"Ficedula parva";1;23.8298110961914;52.7222938537598;2019-05-22;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.8385887145996;52.7213249206543;2019-05-22;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.8433952331543;52.7193946838379;2019-05-22;2019
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8443603515625;52.7129669189453;2019-05-22;2019
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.7809524536133;52.6776390075684;2019-05-22;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";2;23.7810096740723;52.677604675293;2019-05-22;2019
"Green drake";"Ephemera danica";1;16.1762699999999;54.015516;2019-05-26;2019
"Map Butterfly";"Araschnia levana";1;16.1762699999999;54.015516;2019-05-26;2019
"Common Linnet";"Linaria cannabina";1;16.1762699999999;54.015516;2019-05-26;2019
"White-headed Long-tailed Tit";"Aegithalos caudatus caudatus";5;16.1762699999999;54.015516;2019-05-26;2019
"";"Coreus marginatus";1;16.1762699999999;54.015516;2019-05-26;2019
"Unidentified Pipiza";"Pipiza spec.";1;16.1762699999999;54.015516;2019-05-26;2019
"Mother Shipton";"Euclidia mi";1;16.1762699999999;54.015516;2019-05-26;2019
"Azure Bluet";"Coenagrion puella";1;16.1762699999999;54.015516;2019-05-26;2019
"";"Gymnosoma spec.";1;16.1762699999999;54.015516;2019-05-26;2019
"Queen of Spain Fritillary";"Issoria lathonia";1;16.1762699999999;54.015516;2019-05-26;2019
"Common Heath";"Ematurga atomaria";1;16.1762699999999;54.015516;2019-05-26;2019
"Beautiful Demoiselle";"Calopteryx virgo";1;16.1762699999999;54.015516;2019-05-26;2019
"Garden Tiger";"Arctia caja";1;16.1762699999999;54.015516;2019-05-26;2019
"Whinchat";"Saxicola rubetra";2;16.1762699999999;54.015516;2019-05-26;2019
"Blood-vein";"Timandra comae";1;16.1762697994709;54.0155156967936;2019-05-26;2019
"Hornet";"Vespa crabro";2;16.1762699999999;53.948328;2019-05-25;2019
"";"Clytus arietis";1;16.1762699999999;53.948328;2019-05-25;2019
"";"Tipula luna";2;16.1762699999999;53.948328;2019-05-25;2019
